,1N-Z,n,z,A,EL,O,mass_excess,mass_unc,binding_energy,bind_ener_unc,beta_mode,beta_ener,beta_unc,atomic_mass,atom_mass_unc,symbol,a,radius_val,radius_unc,radius_preliminary_val,radius_preliminary_unc,parity_encoder,isospin_asymmetry
2846,48,132,84,216,Po,,1782.336,1.815,7.7588205,0.0084,B-,-474.3423,3.5713,1913.416,1.948,Po,216.0,5.6359,0.0174,5.6394,0.0186,Even-Even,0.2222222222222222
2847,49,133,84,217,Po,+a,5883.452,6.544,7.7413614,0.0302,B-,1488.8543,7.9791,6316.145,7.025,,,,,,,Even-Odd,
2848,50,134,84,218,Po,,8356.652,1.967,7.731529999999999,0.009,B-,256.4334,11.549,8971.234,2.112,Po,218.0,5.6558,0.0173,5.6558,0.0186,Even-Even,0.22935779816513757
2849,51,135,84,219,Po,x,12681.361,15.835,7.713334,0.0723,B-,2285.3395,16.1628,13614.0,17.0,,,,,,,Even-Odd,
2850,52,136,84,220,Po,x,15263.462,17.698,7.7032244,0.0804,B-,887.7139,22.5491,16386.0,19.0,,,,,,,Even-Even,
2851,53,137,84,221,Po,x,19773.757,19.561,7.684481399999999,0.0885,B-,2991.0276,24.039,21228.0,21.0,,,,,,,Even-Odd,
2852,54,138,84,222,Po,x,22486.268,40.054,7.6740054,0.1804,B-,1533.2393,43.0709,24140.0,43.0,,,,,,,Even-Even,
2853,55,139,84,223,Po,x,,,,,B-,,,,,,,,,,,Even-Odd,
2854,56,140,84,224,Po,x,,,,,B-,,,,,,,,,,,Even-Even,
2855,57,141,84,225,Po,x,,,,,B-,,,,,,,,,,,Even-Odd,
2856,58,142,84,226,Po,x,,,,,B-,,,,,,,,,,,Even-Even,
2857,59,143,84,227,Po,x,,,,,B-,,,,,,,,,,,Even-Odd,
2858,21,106,85,191,At,-a,3863.913,16.103,7.7029233,0.0843,B-,,,4148.081,17.287,,,,,,,Even-Odd,
2859,22,107,85,192,At,-a,2925.742,27.873,7.7097283,0.1452,B-,,,3140.912,29.922,,,,,,,Odd-Odd,
2860,23,108,85,193,At,-a,-67.323,21.632,7.7271099,0.1121,B-,-9110.2435,33.1444,999927.725,23.222,,,,,,,Even-Odd,
2861,24,109,85,194,At,-a,-716.49,23.502,7.732230400000001,0.1211,B-,-6441.1134,28.8079,999230.816,25.23,,,,,,,Odd-Odd,
2862,25,110,85,195,At,-a,-3470.299,9.573,7.7480914,0.0491,B-,-8520.5842,52.565,996274.48,10.276,,,,,,,Even-Odd,
2863,26,111,85,196,At,-a,-3913.175,30.235,7.7520001,0.1543,B-,-5888.3439,33.3417,995799.034,32.458,,,,,,,Odd-Odd,
2864,27,112,85,197,At,,-6355.255,7.983,7.7660174,0.0405,B-,-7865.6231,18.0538,993177.353,8.57,,,,,,,Even-Odd,
2865,28,113,85,198,At,,-6708.747,4.904,7.7693446,0.0248,B-,-5478.4271,14.2879,992797.864,5.265,,,,,,,Odd-Odd,
2866,29,114,85,199,At,,-8823.377,5.384,7.7814883,0.0271,B-,-7263.5308,9.0686,990527.715,5.78,,,,,,,Even-Odd,
2867,30,115,85,200,At,-a,-8987.894,24.465,7.7837601,0.1223,B-,-4987.4394,25.1411,990351.099,26.264,,,,,,,Odd-Odd,
2868,31,116,85,201,At,+a,-10789.441,8.184,7.7941536,0.0407,B-,-6682.0288,13.0163,988417.058,8.786,,,,,,,Even-Odd,
2869,32,117,85,202,At,,-10595.106,27.601,7.794563699999999,0.1366,B-,-4320.5458,32.6924,988625.686,29.631,,,,,,,Odd-Odd,
2870,33,118,85,203,At,,-12162.607,10.623,7.8036487,0.0523,B-,-5978.5623,12.1098,986942.904,11.404,,,,,,,Even-Odd,
2871,34,119,85,204,At,,-11875.252,22.668,7.8035522,0.1111,B-,-3905.136,23.8592,987251.393,24.335,,,,,,,Odd-Odd,
2872,35,120,85,205,At,+a,-12984.519,12.055,7.8102694,0.0588,B-,-5274.7547,13.0777,986060.546,12.941,,,,,,,Even-Odd,
2873,36,121,85,206,At,,-12439.388,13.529,7.8088904,0.0657,B-,-3306.4697,16.0227,986645.768,14.523,,,,,,,Odd-Odd,
2874,37,122,85,207,At,+a,-13227.482,12.406,7.8139653,0.0599,B-,-4592.74,13.2815,985799.715,13.318,,,,,,,Even-Odd,
2875,38,123,85,208,At,+a,-12469.901,8.921,7.8115604,0.0429,B-,-2814.5118,13.5215,986613.011,9.577,,,,,,,Odd-Odd,
2876,39,124,85,209,At,,-12883.773,4.745,7.8147835,0.0227,B-,-3942.7237,11.0298,986168.701,5.094,,,,,,,Even-Odd,
2877,40,125,85,210,At,-a,-11972.099,7.695,7.8116638,0.0366,B-,-2367.3352,8.9225,987147.423,8.261,,,,,,,Odd-Odd,
2878,41,126,85,211,At,-a,-11647.191,2.729,7.8113545,0.0129,B-,-2891.8615,6.8937,987496.226,2.929,,,,,,,Even-Odd,
2879,42,127,85,212,At,-a,-8628.149,2.385,7.7983400000000005,0.0113,B-,31.0705,3.5927,990737.301,2.559,,,,,,,Odd-Odd,
2880,43,128,85,213,At,-a,-6579.522,4.898,7.7900036,0.023,B-,-883.5727,5.7243,992936.593,5.258,,,,,,,Even-Odd,
2881,44,129,85,214,At,,-3379.151,3.982,7.7763632,0.0186,B-,940.5125,9.8827,996372.331,4.274,,,,,,,Odd-Odd,
2882,45,130,85,215,At,-a,-1256.583,6.629,7.767862699999999,0.0308,B-,-87.5935,8.9062,998651.002,7.116,,,,,,,Even-Odd,
2883,46,131,85,216,At,-a,2256.678,3.575,7.753002400000001,0.0166,B-,2003.3657,6.6383,2422.643,3.837,,,,,,,Odd-Odd,
2884,47,132,85,217,At,,4394.598,5.001,7.7446171999999995,0.023,B-,736.032,6.1505,4717.794,5.368,,,,,,,Even-Odd,
2885,48,133,85,218,At,-a,8100.218,11.503,7.7291175,0.0528,B-,2882.8048,11.6054,8695.941,12.349,,,,,,,Odd-Odd,
2886,49,134,85,219,At,,10396.021,3.237,7.720197,0.0148,B-,1566.6838,2.9473,11160.587,3.474,,,,,,,Even-Odd,
2887,50,135,85,220,At,x,14375.748,13.972,7.7037033,0.0635,B-,3763.755,14.0896,15433.0,15.0,,,,,,,Odd-Odd,
2888,51,136,85,221,At,x,16782.729,13.972,7.6944754,0.0632,B-,2311.375,15.0957,18017.0,15.0,,,,,,,Even-Odd,
2889,52,137,85,222,At,x,20953.028,15.835,7.6773878,0.0713,B-,4581.0714,15.9542,22494.0,17.0,,,,,,,Odd-Odd,
2890,53,138,85,223,At,x,23428.008,13.972,7.6680557,0.0627,B-,3038.2698,16.0129,25151.0,15.0,,,,,,,Even-Odd,
2891,54,139,85,224,At,x,27711.018,22.356,7.650735399999999,0.0998,B-,5265.9197,24.4153,29749.0,24.0,,,,,,,Odd-Odd,
2892,55,140,85,225,At,x,,,,,B-,,,,,,,,,,,Even-Odd,
2893,56,141,85,226,At,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2894,57,142,85,227,At,x,,,,,B-,,,,,,,,,,,Even-Odd,
2895,58,143,85,228,At,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2896,59,144,85,229,At,x,,,,,B-,,,,,,,,,,,Even-Odd,
2897,21,107,86,193,Rn,-a,9042.92,25.112,7.675853,0.1301,B-,,,9707.973,26.958,,,,,,,Even-Odd,
2898,22,108,86,194,Rn,-a,5724.624,16.659,7.6949961,0.0859,B-,,,6145.636,17.884,,,,,,,Even-Even,
2899,23,109,86,195,Rn,-a,5050.285,51.686,7.7003841,0.2651,B-,,,5421.703,55.487,,,,,,,Even-Odd,
2900,24,110,86,196,Rn,-a,1975.169,14.054,7.7179660000000005,0.0717,B-,,,2120.431,15.087,,,,,,,Even-Even,
2901,25,111,86,197,Rn,-a,1510.368,16.193,7.722118999999999,0.0822,B-,-8743.5996,58.711,1621.446,17.383,,,,,,,Even-Odd,
2902,26,112,86,198,Rn,-a,-1230.32,13.42,7.737724500000001,0.0678,B-,-10808.0177,33.8991,998679.197,14.406,,,,,,,Even-Even,
2903,27,113,86,199,Rn,-a,-1559.846,7.297,7.7410568,0.0367,B-,-8331.2349,15.5446,998325.436,7.833,,,,,,,Even-Odd,
2904,28,114,86,200,Rn,-a,-4000.454,5.792,7.7549111,0.029,B-,-10134.0327,31.0688,995705.335,6.217,,,,,,,Even-Even,
2905,29,115,86,201,Rn,-a,-4107.413,10.121,7.7570174,0.0504,B-,-7695.9856,13.5972,995590.511,10.865,,,,,,,Even-Odd,
2906,30,116,86,202,Rn,-a,-6274.561,17.52,7.7693018,0.0867,B-,-9376.0984,18.5296,993263.982,18.808,Rn,202.0,5.5521,0.0181,,,Even-Even,0.14851485148514854
2907,31,117,86,203,Rn,-a,-6184.045,5.815,7.770343700000001,0.0286,B-,-7060.4572,8.5231,993361.155,6.242,,,,,,,Even-Odd,
2908,32,118,86,204,Rn,,-7970.115,7.444,7.7805743000000005,0.0365,B-,-8577.4239,25.684,991443.729,7.991,Rn,204.0,5.5568,0.018,,,Even-Even,0.1568627450980392
2909,33,119,86,205,Rn,,-7709.764,5.08,7.7807226,0.0248,B-,-6399.9479,9.3288,991723.228,5.453,Rn,205.0,5.5569,0.018,,,Even-Odd,0.1609756097560976
2910,34,120,86,206,Rn,,-9132.918,8.591,7.789041699999999,0.0417,B-,-7886.0592,29.1075,990195.409,9.223,Rn,206.0,5.564,0.0178,,,Even-Even,0.16504854368932043
2911,35,121,86,207,Rn,,-8634.742,4.742,7.7879987,0.0229,B-,-5785.7211,18.1857,990730.224,5.09,Rn,207.0,5.5652,0.0178,,,Even-Odd,0.1690821256038647
2912,36,122,86,208,Rn,,-9655.389,10.163,7.794267799999999,0.0489,B-,-6990.4614,15.4656,989634.513,10.91,Rn,208.0,5.5725,0.0177,,,Even-Even,0.17307692307692313
2913,37,123,86,209,Rn,,-8941.049,9.96,7.7921755,0.0477,B-,-5158.9051,15.2153,990401.389,10.692,Rn,209.0,5.5743,0.0177,,,Even-Odd,0.17703349282296654
2914,38,124,86,210,Rn,-a,-9604.764,4.557,7.7966653,0.0217,B-,-6261.2558,14.172,989688.862,4.892,Rn,210.0,5.5813,0.0177,,,Even-Even,0.18095238095238098
2915,39,125,86,211,Rn,-a,-8755.33,6.813,7.7939412,0.0323,B-,-4615.0152,13.7862,990600.767,7.314,Rn,211.0,5.585,0.0176,,,Even-Odd,0.18483412322274884
2916,40,126,86,212,Rn,-a,-8659.219,3.11,7.7947963,0.0147,B-,-5143.221,9.3064,990703.946,3.338,Rn,212.0,5.5915,0.0176,,,Even-Even,0.18867924528301883
2917,41,127,86,213,Rn,-a,-5695.949,3.37,7.7821824,0.0158,B-,-2141.7493,5.6996,993885.147,3.618,,,,,,,Even-Odd,
2918,42,128,86,214,Rn,-a,-4319.664,9.187,7.777102299999999,0.0429,B-,-3361.3369,12.4238,995362.65,9.862,,,,,,,Even-Even,
2919,43,129,86,215,Rn,-a,-1168.99,6.09,7.7638164,0.0283,B-,-1487.1274,9.189,998745.037,6.538,,,,,,,Even-Odd,
2920,44,130,86,216,Rn,-a,253.312,5.768,7.7586553,0.0267,B-,-2717.7096,6.9366,271.942,6.192,,,,,,,Even-Even,
2921,45,131,86,217,Rn,-a,3658.566,4.198,7.7444036999999994,0.0193,B-,-656.0967,7.5383,3927.632,4.506,,,,,,,Even-Odd,
2922,46,132,86,218,Rn,,5217.413,2.316,7.7387527,0.0106,B-,-1842.0267,4.4418,5601.123,2.486,Rn,218.0,5.654,0.0187,,,Even-Even,0.21100917431192656
2923,47,133,86,219,Rn,,8829.337,2.1,7.7237784000000005,0.0096,B-,212.3984,6.8938,9478.683,2.254,Rn,219.0,5.6648,0.0191,,,Even-Odd,0.21461187214611877
2924,48,134,86,220,Rn,,10611.994,1.814,7.717255199999999,0.0082,B-,-870.3384,4.0256,11392.443,1.947,Rn,220.0,5.6731,0.0194,,,Even-Even,0.21818181818181814
2925,49,135,86,221,Rn,+a,14471.354,5.714,7.701394100000001,0.0259,B-,1194.1032,7.2312,15535.637,6.134,Rn,221.0,5.6834,0.0199,,,Even-Odd,0.22171945701357465
2926,50,136,86,222,Rn,,16371.957,1.944,7.6944991,0.0088,B-,-6.1461,7.7013,17576.017,2.086,Rn,222.0,5.6915,0.0203,,,Even-Even,0.22522522522522526
2927,51,137,86,223,Rn,,20389.738,7.822,7.678172,0.0351,B-,2007.4091,8.0568,21889.283,8.397,,,,,,,Even-Odd,
2928,52,138,86,224,Rn,,22445.098,9.814,7.6707514,0.0438,B-,696.484,14.875,24095.803,10.536,,,,,,,Even-Even,
2929,53,139,86,225,Rn,,26534.143,11.14,7.6543581000000005,0.0495,B-,2713.5412,16.3492,28485.572,11.958,,,,,,,Even-Odd,
2930,54,140,86,226,Rn,,28747.194,10.477,7.6464108,0.0464,B-,1226.6542,12.1895,30861.38,11.247,,,,,,,Even-Even,
2931,55,141,86,227,Rn,,32885.835,14.091,7.6300508,0.0621,B-,3203.3894,15.2755,35304.393,15.127,,,,,,,Even-Odd,
2932,56,142,86,228,Rn,,35243.466,17.677,7.6216457,0.0775,B-,1859.2451,18.9157,37835.415,18.977,,,,,,,Even-Even,
2933,57,143,86,229,Rn,x,39362.4,13.041,7.6056227,0.0569,B-,3694.1465,13.967,42257.272,14.0,,,,,,,Even-Odd,
2934,58,144,86,230,Rn,x,,,,,B-,,,,,,,,,,,Even-Even,
2935,59,145,86,231,Rn,x,,,,,B-,,,,,,,,,,,Even-Odd,
2936,23,110,87,197,Fr,-a,10253.968,56.434,7.673764,0.2865,B-,,,11008.086,60.584,,,,,,,Even-Odd,
2937,24,111,87,198,Fr,-a,9577.698,31.13,7.6791873,0.1572,B-,,,10282.081,33.419,,,,,,,Odd-Odd,
2938,25,112,87,199,Fr,-a,6771.388,13.726,7.6952599,0.069,B-,,,7269.384,14.734,,,,,,,Even-Odd,
2939,26,113,87,200,Fr,-a,6133.578,30.524,7.7003292000000005,0.1526,B-,,,6584.666,32.769,,,,,,,Odd-Odd,
2940,27,114,87,201,Fr,-a,3588.573,9.08,7.7148367,0.0452,B-,-8348.2439,22.2391,3852.491,9.747,,,,,,,Even-Odd,
2941,28,115,87,202,Fr,-a,3101.538,6.033,7.7190125,0.0299,B-,-5973.362,16.1841,3329.637,6.476,Fr,202.0,,,5.5505,0.0178,Odd-Odd,0.13861386138613863
2942,29,116,87,203,Fr,,876.412,6.232,7.7317092,0.0307,B-,-7724.9182,11.5191,940.867,6.689,Fr,203.0,,,5.556,0.0178,Even-Odd,0.1428571428571429
2943,30,117,87,204,Fr,-a,607.308,24.581,7.7346931,0.1205,B-,-5453.7889,26.1514,651.972,26.389,,,,,,,Odd-Odd,
2944,31,118,87,205,Fr,x,-1309.816,7.824,7.745687,0.0382,B-,-7113.6693,24.0784,998593.854,8.399,Fr,205.0,,,5.5609,0.0178,Even-Odd,0.15121951219512197
2945,32,119,87,206,Fr,,-1246.859,27.811,7.746962099999999,0.135,B-,-4812.4721,33.1318,998661.441,29.856,,,,,,,Odd-Odd,
2946,33,120,87,207,Fr,,-2849.021,17.557,7.7562689,0.0848,B-,-6363.0084,60.8726,996941.45,18.847,Fr,207.0,5.572,0.0176,5.5689,0.0177,Even-Odd,0.1594202898550725
2947,34,121,87,208,Fr,,-2664.928,11.657,7.7568985,0.056,B-,-4392.8615,14.7413,997139.082,12.514,Fr,208.0,5.5729,0.0176,5.5699,0.0177,Odd-Odd,0.16346153846153844
2948,35,122,87,209,Fr,,-3782.144,11.503,7.763748499999999,0.055,B-,-5640.3845,12.8549,995939.701,12.349,Fr,209.0,5.5799,0.0176,5.578,0.0177,Even-Odd,0.16746411483253587
2949,36,123,87,210,Fr,,-3343.508,13.42,7.7631243,0.0639,B-,-3786.3467,16.2633,996410.596,14.407,Fr,210.0,5.5818,0.0176,5.5803,0.0177,Odd-Odd,0.17142857142857137
2950,37,124,87,211,Fr,,-4140.314,11.991,7.7683613,0.0568,B-,-4972.1844,12.9786,995555.189,12.872,Fr,211.0,5.5882,0.0176,5.5876,0.0176,Even-Odd,0.17535545023696686
2951,38,125,87,212,Fr,,-3515.998,8.775,7.7668455000000005,0.0414,B-,-3317.2355,13.4939,996225.42,9.419,Fr,212.0,5.5915,0.0176,5.5915,0.0176,Odd-Odd,0.17924528301886788
2952,39,126,87,213,Fr,,-3554.199,4.707,7.7684543,0.0221,B-,-3899.7568,10.8862,996184.41,5.053,Fr,213.0,5.5977,0.0176,5.5986,0.0176,Even-Odd,0.18309859154929575
2953,40,127,87,214,Fr,-a,-958.327,8.519,7.7577393,0.0398,B-,-1051.0675,9.9879,998971.193,9.145,,,,,,,Odd-Odd,
2954,41,128,87,215,Fr,-a,318.137,7.066,7.7532607,0.0329,B-,-2213.8573,9.7691,341.534,7.585,,,,,,,Even-Odd,
2955,42,129,87,216,Fr,-a,2971.022,4.174,7.7424513,0.0193,B-,-320.4441,8.8904,3189.523,4.48,,,,,,,Odd-Odd,
2956,43,130,87,217,Fr,-a,4314.663,6.531,7.737775,0.0301,B-,-1574.8729,9.4723,4631.98,7.011,,,,,,,Even-Odd,
2957,44,131,87,218,Fr,-a,7059.44,4.235,7.726714299999999,0.0194,B-,413.8838,10.5603,7578.62,4.546,,,,,,,Odd-Odd,
2958,45,132,87,219,Fr,-a,8616.939,6.874,7.7211759,0.0314,B-,-776.9137,9.5906,9250.664,7.38,,,,,,,Even-Odd,
2959,46,133,87,220,Fr,-a,11482.332,4.028,7.7097430000000005,0.0183,B-,1210.2406,8.4809,12326.789,4.324,Fr,220.0,5.6688,0.0177,5.6803,0.0174,Odd-Odd,0.2090909090909091
2960,47,134,87,221,Fr,,13277.251,4.886,7.7032572,0.0221,B-,313.3741,6.3858,14253.714,5.245,Fr,221.0,5.679,0.0177,5.692,0.0173,Even-Odd,0.21266968325791857
2961,48,135,87,222,Fr,x,16378.103,7.452,7.6909474,0.0336,B-,2057.898,8.6816,17582.615,8.0,Fr,222.0,5.689,0.0177,5.7018,0.0173,Odd-Odd,0.21621621621621623
2962,49,136,87,223,Fr,,18382.329,1.931,7.6836655,0.0087,B-,1149.0844,0.8476,19734.241,2.073,Fr,223.0,5.6951,0.0178,5.7104,0.0173,Even-Odd,0.21973094170403584
2963,50,137,87,224,Fr,x,21748.614,11.178,7.670368000000001,0.0499,B-,2922.7819,11.3237,23348.096,12.0,Fr,224.0,5.7061,0.0178,5.7229,0.0173,Odd-Odd,0.2232142857142857
2964,51,138,87,225,Fr,,23820.602,11.967,7.662941200000001,0.0532,B-,1827.5584,12.1574,25572.466,12.847,Fr,225.0,5.7112,0.0178,5.7288,0.0173,Even-Odd,0.22666666666666668
2965,52,139,87,226,Fr,,27520.539,6.23,7.6483768,0.0276,B-,3852.9638,6.5215,29544.512,6.688,Fr,226.0,5.719,0.0178,5.7376,0.0172,Odd-Odd,0.23008849557522126
2966,53,140,87,227,Fr,,29682.445,5.898,7.6407162,0.026,B-,2504.9813,6.2112,31865.413,6.332,Fr,227.0,5.7335,0.0179,5.7542,0.0172,Even-Odd,0.23348017621145378
2967,54,141,87,228,Fr,,33384.221,6.732,7.6263689,0.0295,B-,4444.027,7.021,35839.433,7.226,Fr,228.0,5.7399,0.0179,5.7614,0.0172,Odd-Odd,0.23684210526315785
2968,55,142,87,229,Fr,,35668.253,5.001,7.618338,0.0218,B-,3106.2907,16.2305,38291.443,5.368,,,,,,,Even-Odd,
2969,56,143,87,230,Fr,,39486.769,6.541,7.6037052,0.0284,B-,4970.4627,12.1984,42390.787,7.022,,,,,,,Odd-Odd,
2970,57,144,87,231,Fr,x,42080.575,7.731,7.5945009,0.0335,B-,3864.0868,13.7495,45175.353,8.3,,,,,,,Even-Odd,
2971,58,145,87,232,Fr,x,46072.834,13.972,7.5793481,0.0602,B-,5575.8791,16.7023,49461.219,15.0,,,,,,,Odd-Odd,
2972,59,146,87,233,Fr,x,48920.052,19.561,7.5692398,0.084,B-,4585.9906,21.3694,52517.833,21.0,,,,,,,Even-Odd,
2973,25,113,88,201,Ra,-a,11936.817,20.301,7.6694108,0.101,B-,,,12814.699,21.794,,,,,,,Even-Odd,
2974,26,114,88,202,Ra,-a,9074.9,15.018,7.6855684,0.0743,B-,,,9742.305,16.122,,,,,,,Even-Even,
2975,27,115,88,203,Ra,-a,8601.331,9.688,7.6898015,0.0477,B-,,,9233.907,10.4,,,,,,,Even-Odd,
2976,28,116,88,204,Ra,-a,6061.097,8.924,7.7041238000000005,0.0437,B-,,,6506.855,9.58,,,,,,,Even-Even,
2977,29,117,88,205,Ra,-a,5803.853,22.772,7.7071698,0.1111,B-,-8302.8357,63.5402,6230.692,24.446,,,,,,,Even-Odd,
2978,30,118,88,206,Ra,-a,3565.613,18.008,7.7198028,0.0874,B-,-9919.1406,67.5328,3827.842,19.332,,,,,,,Even-Even,
2979,31,119,88,207,Ra,-a,3513.988,58.286,7.7217503,0.2816,B-,-7632.2404,81.0004,3772.42,62.572,,,,,,,Even-Odd,
2980,32,120,88,208,Ra,-a,1727.934,9.023,7.7320177,0.0434,B-,-9032.9208,65.1111,1855.012,9.686,Ra,208.0,5.585,0.0183,,,Even-Even,0.15384615384615385
2981,33,121,88,209,Ra,-a,1858.24,5.747,7.7330177,0.0275,B-,-6986.6464,56.1409,1994.902,6.169,Ra,209.0,5.5853,0.0182,,,Even-Odd,0.1578947368421053
2982,34,122,88,210,Ra,-a,442.839,9.193,7.7413687,0.0438,B-,-8321.2403,62.8832,475.406,9.868,Ra,210.0,5.5917,0.018,,,Even-Even,0.16190476190476188
2983,35,123,88,211,Ra,,831.87,4.966,7.741088700000001,0.0235,B-,-6311.6152,53.9818,893.049,5.331,Ra,211.0,5.5929,0.0179,,,Even-Odd,0.16587677725118488
2984,36,124,88,212,Ra,,-198.763,10.254,7.7475078,0.0484,B-,-7498.3626,24.1666,999786.619,11.007,Ra,212.0,5.5991,0.0177,,,Even-Even,0.16981132075471694
2985,37,125,88,213,Ra,,345.557,9.818,7.7464726,0.0461,B-,-5795.4721,15.2463,370.971,10.54,Ra,213.0,5.602,0.0177,,,Even-Odd,0.17370892018779338
2986,38,126,88,214,Ra,-a,92.74,5.25,7.7491719,0.0245,B-,-6340.5313,14.5317,99.56,5.636,Ra,214.0,5.6079,0.0177,,,Even-Even,0.17757009345794394
2987,39,127,88,215,Ra,-a,2531.995,7.201,7.7393249,0.0335,B-,-3498.5554,14.3395,2718.208,7.73,,,,,,,Even-Odd,
2988,40,128,88,216,Ra,-a,3291.466,8.004,7.7373458,0.0371,B-,-4858.2701,12.2147,3533.534,8.592,,,,,,,Even-Even,
2989,41,129,88,217,Ra,-a,5889.536,7.047,7.7269122,0.0325,B-,-2812.7853,13.2129,6322.676,7.564,,,,,,,Even-Odd,
2990,42,130,88,218,Ra,-a,6645.556,9.807,7.7250241,0.045,B-,-4205.2887,58.4224,7134.297,10.528,,,,,,,Even-Even,
2991,43,131,88,219,Ra,-a,9393.853,6.814,7.714055999999999,0.0311,B-,-2175.7005,51.9016,10084.715,7.315,,,,,,,Even-Odd,
2992,44,132,88,220,Ra,-a,10272.091,7.595,7.7116879,0.0345,B-,-3471.664,9.6266,11027.542,8.153,Ra,220.0,5.6683,0.0215,,,Even-Even,0.19999999999999996
2993,45,133,88,221,Ra,-a,12963.877,4.63,7.7011351999999995,0.021,B-,-1567.1715,57.0591,13917.293,4.97,Ra,221.0,5.6795,0.0228,,,Even-Odd,0.2036199095022625
2994,46,134,88,222,Ra,,14320.205,4.454,7.6966931,0.0201,B-,-2301.5922,6.2737,15373.371,4.781,Ra,222.0,5.6874,0.0239,,,Even-Even,0.2072072072072072
2995,47,135,88,223,Ra,,17233.245,2.09,7.6853101,0.0094,B-,-591.8099,6.9657,18500.648,2.243,Ra,223.0,5.6973,0.0253,,,Even-Odd,0.21076233183856508
2996,48,136,88,224,Ra,,18825.832,1.811,7.6799236,0.0081,B-,-1408.3152,4.0869,20210.361,1.944,Ra,224.0,5.7046,0.0263,,,Even-Even,0.2142857142857143
2997,49,137,88,225,Ra,,21993.044,2.596,7.6675866,0.0115,B-,355.7386,5.0067,23610.502,2.786,Ra,225.0,5.715,0.0279,,,Even-Odd,0.21777777777777774
2998,50,138,88,226,Ra,,23667.576,1.927,7.6619636,0.0085,B-,-641.6252,3.273,25408.186,2.068,Ra,226.0,5.7211,0.0288,,,Even-Even,0.22123893805309736
2999,51,139,88,227,Ra,-n,27177.464,1.946,7.6483048,0.0086,B-,1327.9489,2.2622,29176.205,2.089,Ra,227.0,5.7283,0.03,,,Even-Odd,0.22466960352422904
3000,52,140,88,228,Ra,+a,28940.194,1.995,7.6424289,0.0088,B-,45.5402,0.6344,31068.574,2.141,Ra,228.0,5.737,0.0315,,,Even-Even,0.22807017543859653
3001,53,141,88,229,Ra,x,32561.963,15.441,7.6284862,0.0674,B-,1872.0266,19.6229,34956.703,16.576,Ra,229.0,5.7455,0.0329,,,Even-Odd,0.23144104803493448
3002,54,142,88,230,Ra,x,34516.306,10.296,7.6219144,0.0448,B-,677.9196,18.8884,37054.776,11.053,Ra,230.0,5.7551,0.0346,,,Even-Even,0.23478260869565215
3003,55,143,88,231,Ra,,38216.488,11.37,7.6078418,0.0492,B-,2453.6351,17.3014,41027.085,12.206,,,,,,,Even-Odd,
3004,56,144,88,232,Ra,,40496.955,9.151,7.6000099,0.0394,B-,1342.5322,15.9313,43475.267,9.823,Ra,232.0,5.7714,0.0375,,,Even-Even,0.24137931034482762
3005,57,145,88,233,Ra,,44334.062,8.603,7.5855644,0.0369,B-,3026.0244,15.6228,47594.57,9.235,,,,,,,Even-Odd,
3006,58,146,88,234,Ra,x,46930.629,8.383,7.5765439,0.0358,B-,2089.4348,16.2945,50382.1,9.0,,,,,,,Even-Even,
3007,59,147,88,235,Ra,x,,,,,B-,,,,,,,,,,,Even-Odd,
3008,27,116,89,205,Ac,-a,14106.689,59.32,7.6628519,0.2894,B-,,,15144.152,63.682,,,,,,,Even-Odd,
3009,28,117,89,206,Ac,-a,13484.754,65.088,7.6678538,0.316,B-,,,14476.477,69.874,,,,,,,Odd-Odd,
3010,29,118,89,207,Ac,-a,11146.228,56.248,7.6811001,0.2717,B-,,,11965.967,60.384,,,,,,,Even-Odd,
3011,30,119,89,208,Ac,-a,10760.854,64.483,7.6848289,0.31,B-,-5927.1868,71.9264,11552.251,69.225,,,,,,,Odd-Odd,
3012,31,120,89,209,Ac,-a,8844.887,55.846,7.695845500000001,0.2672,B-,,,9495.375,59.953,,,,,,,Even-Odd,
3013,32,121,89,210,Ac,,8764.079,62.208,7.698018200000001,0.2962,B-,-5295.442,65.018,9408.625,66.782,,,,,,,Odd-Odd,
3014,33,122,89,211,Ac,,7143.485,53.753,7.7074679999999995,0.2548,B-,-6732.9111,101.4758,7668.846,57.706,,,,,,,Even-Odd,
3015,34,123,89,212,Ac,,7299.6,21.883,7.7084479,0.1032,B-,-4811.2864,24.1055,7836.442,23.492,,,,,,,Odd-Odd,
3016,35,124,89,213,Ac,,6141.029,11.665,7.7155908,0.0548,B-,-5979.0781,14.8635,6592.665,12.522,,,,,,,Even-Odd,
3017,36,125,89,214,Ac,,6433.272,13.551,7.7158874,0.0633,B-,-4261.6599,17.2389,6906.4,14.547,,,,,,,Odd-Odd,
3018,37,126,89,215,Ac,-a,6030.55,12.406,7.7194137000000005,0.0577,B-,-4890.8833,13.9296,6474.061,13.318,,,,,,,Even-Odd,
3019,38,127,89,216,Ac,,8149.736,9.23,7.7112319,0.0427,B-,-2148.8006,14.4375,8749.101,9.908,,,,,,,Odd-Odd,
3020,39,128,89,217,Ac,-a,8702.321,11.223,7.7103448,0.0517,B-,-3503.459,15.4454,9342.325,12.048,,,,,,,Even-Odd,
3021,40,129,89,218,Ac,-a,10850.845,57.616,7.702145000000001,0.2643,B-,-1515.9019,58.5648,11648.86,61.853,,,,,,,Odd-Odd,
