,mass_excess,binding_energy,beta_ener,atomic_mass,radius_val,1N-Z,n,z,A,EL,O,mass_unc,bind_ener_unc,beta_mode,beta_unc,atom_mass_unc,symbol,a,radius_unc,radius_preliminary_val,radius_preliminary_unc,parity_encoder,isospin_asymmetry,a^1/3
238,-0.7198589819917061,0.6388943530156602,1.2151289063596105,0.26121638617439225,-0.5788017191767021,18,54,36,90,Kr,x,1.863,0.0207,B-,6.7158,2.0,Kr,90,0.0069,,,Even-Even,0.19999999999999996,4.481404746557164
239,-0.8470241333327416,0.6968905630152835,1.646098177160933,0.24392145558350836,-0.562776166435836,16,53,37,90,Rb,,6.452,0.0717,B-,6.4806,6.926,Rb,90,0.0102,,,Odd-Odd,0.1777777777777778,4.481404746557164
240,-1.0370763690601588,0.7897594242708911,0.45163851428580504,0.21807364784993571,-0.555803216006604,14,52,38,90,Sr,,1.449,0.0161,B-,1.406,1.555,Sr,90,0.0037,,,Even-Even,0.15555555555555556,4.481404746557164
241,-1.052832844014556,0.7859764333935568,0.7937282203096507,0.21593070390961555,-0.560451849626092,12,51,39,90,Y,,0.354,0.0039,B-,0.3726,0.379,Y,90,0.0026,,,Odd-Odd,0.1333333333333333,4.481404746557164
242,-1.1185071171535013,0.8098743062036923,-0.8649645517347839,0.20699876120744642,-0.5456496215219325,10,50,40,90,Zr,,0.118,0.0013,B-,3.3163,0.126,Zr,90,0.001,,,Even-Even,0.11111111111111116,4.481404746557164
243,-0.9421446803213803,0.6995563005046328,-0.1486136671958304,0.230984709503953,-0.5215501261787971,8,49,41,90,Nb,,3.317,0.0369,B-,3.3163,3.561,Nb,90,0.004,,,Odd-Odd,0.0888888888888889,4.481404746557164
244,-0.8703122545125498,0.6472029618772617,-1.5249095483363844,0.24075418384741967,-0.47579778476594176,6,48,42,90,Mo,,3.463,0.0385,B-,3.611,3.717,Mo,90,0.0016,,,Even-Even,0.06666666666666665,4.481404746557164
245,-0.604844625284,0.5675871714603332,1.6828260328777396,0.2768587680296515,-0.5641218235362142,19,55,36,91,Kr,x,2.236,0.0246,B-,8.1153,2.4,Kr,91,0.0081,,,Even-Odd,0.20879120879120883,4.497941445275415
246,-0.8002562044670772,0.6623746781176897,1.511911713157864,0.25028206737655206,-0.5421019800754807,17,54,37,91,Rb,,7.801,0.0857,B-,8.8732,8.375,Rb,91,0.0131,,,Even-Odd,0.18681318681318682,4.497941445275415
247,-0.9707279319975061,0.7434843646465418,0.877533837358616,0.2270972793810933,-0.5400223281930787,15,53,38,91,Sr,,5.453,0.0599,B-,5.2468,5.853,Sr,91,0.0046,,,Even-Odd,0.1648351648351648,4.497941445275415
248,-1.0931984089465332,0.7858858374955215,0.09494011554915917,0.2104408398441344,-0.527177419507651,11,51,40,91,Zr,,0.095,0.0011,B-,2.9243,0.101,Zr,91,0.0013,,,Even-Odd,0.1208791208791209,4.497941445275415
249,-1.0569054174844998,0.7535988421401647,-0.5323374216069416,0.21537682338605355,-0.5231404482065173,9,50,41,91,Nb,,2.926,0.0322,B-,6.7439,3.14,Nb,91,0.004,,,Even-Odd,0.09890109890109888,4.497941445275415
250,-0.9290799549031208,0.6711123572181477,-0.8869495818923258,0.2327615562345975,-0.4859513792506131,7,49,42,91,Mo,,6.238,0.0686,B-,6.6706,6.696,Mo,91,0.0012,,,Even-Odd,0.07692307692307687,4.497941445275415
251,-0.5412191062950542,0.5257072371594911,1.530941884916654,0.2855120721902298,-0.5419796476118103,20,56,36,92,Kr,x,2.701,0.0294,B-,6.6924,2.9,Kr,92,0.0099,,,Even-Even,0.21739130434782605,4.514357435474001
252,-0.7144677196447947,0.6074415888867064,1.944653349176389,0.26194961893920227,-0.5200821366147484,18,55,37,92,Rb,,6.123,0.0666,B-,6.4187,6.573,Rb,92,0.0163,,,Odd-Odd,0.19565217391304346,4.514357435474001
253,-0.948085172703911,0.7219244133258762,0.7291515614010468,0.23017677802054243,-0.5175131548776635,16,54,38,92,Sr,,3.423,0.0372,B-,9.3841,3.675,Sr,92,0.0064,,,Even-Even,0.17391304347826086,4.514357435474001
254,-1.0043363888626538,0.740191081326146,1.064069471693235,0.22252640223328796,-0.52203945603348,14,53,39,92,Y,,9.127,0.0992,B-,9.1271,9.798,Y,92,0.005,,,Odd-Odd,0.15217391304347827,4.514357435474001
255,-1.1094589195570759,0.7849689321109752,-0.05303105964954679,0.2082293504789055,-0.5012429372094555,12,52,40,92,Zr,,0.094,0.0011,B-,1.7823,0.101,Zr,92,0.0013,,,Even-Even,0.13043478260869568,4.514357435474001
256,-1.051573923694352,0.7413198572448839,0.4139281186575408,0.21610192488219482,-0.5050352435832481,10,51,41,92,Nb,,1.784,0.0194,B-,1.7911,1.915,Nb,92,0.0043,,,Odd-Odd,0.10869565217391308,4.514357435474001
257,-1.0618277087800305,0.7346340528079923,-1.215400477341055,0.2147073720879352,-0.4897436856244058,8,50,42,92,Mo,,0.157,0.0017,B-,3.1063,0.168,Mo,92,0.0012,,,Even-Even,0.08695652173913049,4.514357435474001
258,-0.40750241493635714,0.44711421537838925,2.0215842326219624,0.303698034806596,-0.5334163751548592,21,57,36,93,Kr,x,2.515,0.027,B-,8.2243,2.7,Kr,93,0.0107,,,Even-Odd,0.22580645161290325,4.530654896083492
259,-0.6523456496971817,0.5663902685785269,1.8202555569661836,0.27039844947947683,-0.5023439293824916,19,56,37,93,Rb,,7.83,0.0842,B-,8.8761,8.406,Rb,93,0.0187,,,Even-Odd,0.20430107526881724,4.530654896083492
260,-0.8678109793726648,0.6699009071412666,1.1627175151588514,0.24109436629436,-0.5050352435832481,17,55,38,93,Sr,,7.554,0.0812,B-,11.6972,8.109,Sr,93,0.0075,,,Even-Odd,0.18279569892473113,4.530654896083492
261,-0.9873282085273041,0.7219221088197271,0.9161995586847234,0.22483957998677165,-0.5018545995278088,15,54,39,93,Y,,10.488,0.1128,B-,10.483,11.259,Y,93,0.0065,,,Even-Odd,0.16129032258064513,4.530654896083492
262,-1.0734943521297935,0.7439294223968185,0.2634078655984073,0.21312066688533723,-0.47885609635771065,11,52,41,93,Nb,,1.49,0.016,B-,1.5012,1.599,Nb,93,0.0017,,,Even-Odd,0.11827956989247312,4.530654896083492
263,-0.32703500553194226,0.39846508232433964,1.770626799329759,0.31464190345774684,-0.5079712227113454,22,58,36,94,Kr,x,12.109,0.1288,B-,12.2782,13.0,Kr,94,0.0129,,,Even-Even,0.23404255319148937,4.546835943776344
264,-0.5352584698021318,0.49702967456202274,2.3773926711956466,0.2863227384708365,-0.4857067143232722,20,57,37,94,Rb,,2.029,0.0216,B-,2.623,2.177,Rb,94,0.0211,,,Odd-Odd,0.21276595744680848,4.546835943776344
265,-0.8320213309326085,0.6426024474431122,1.0370178906937308,0.24596189215887312,-0.4848503870775769,18,56,38,94,Sr,,1.663,0.0177,B-,6.422,1.785,Sr,94,0.0091,,,Even-Even,0.19148936170212771,4.546835943776344
266,-0.9331964817829876,0.6843318686860149,1.3163012263601652,0.2322016979123515,-0.4908446777974431,16,55,39,94,Y,,6.38,0.0679,B-,6.3799,6.849,Y,94,0.0074,,,Odd-Odd,0.17021276595744683,4.546835943776344
267,-1.0751246975226905,0.7476982981739835,0.16560530208759924,0.21289893259984227,-0.46906949926405167,14,54,40,94,Zr,,0.164,0.0018,B-,1.5,0.175,Zr,94,0.0013,,,Even-Even,0.14893617021276595,4.546835943776344
268,-1.10816181777835,0.7412636849074716,-0.4980337075678564,0.20840575952263612,-0.44350201435686754,10,52,42,94,Mo,,0.141,0.0015,B-,4.0687,0.151,Mo,94,0.0013,,,Even-Even,0.1063829787234043,4.546835943776344
269,-0.17728576678330885,0.31444350824296485,2.2683097765859888,0.33500835497754294,-0.5000196125727476,23,59,36,95,Kr,x,18.63,0.1961,B-,27.5124,20.0,Kr,95,0.0136,,,Even-Odd,0.2421052631578947,4.562902635386966
270,-0.45813123095431124,0.4501218839677872,2.1685487983612677,0.29681233098346854,-0.46038389434342897,21,58,37,95,Rb,,20.245,0.2131,B-,20.2036,21.733,Rb,95,0.0248,,,Even-Odd,0.2210526315789474,4.562902635386966
271,-0.7244195450928982,0.5781527560328713,1.548253724330041,0.26059613197663534,-0.4709044862191128,19,57,38,95,Sr,,5.81,0.0612,B-,7.2395,6.237,Sr,95,0.0102,,,Even-Odd,0.19999999999999996,4.562902635386966
272,-0.9001943106930649,0.6586331683510619,1.2241653306126221,0.23669011068748633,-0.4734734679561977,17,56,39,95,Y,,6.779,0.0714,B-,6.7718,7.277,Y,95,0.0087,,,Even-Odd,0.17894736842105263,4.562902635386966
273,-1.0878962943890198,0.7216568025491755,0.00931164063229499,0.21116194517271555,-0.43139110045346457,11,53,42,95,Mo,,0.123,0.0013,B-,5.0782,0.132,Mo,95,0.0018,,,Even-Odd,0.11578947368421055,4.562902635386966
274,-0.08847742584746424,0.26385354891546897,1.9798079622796798,0.3470866196993122,-0.4755531198386008,24,60,36,96,Kr,,19.277,0.2008,B-,19.5669,20.695,Kr,96,0.0158,,,Even-Even,0.25,4.5788569702133275
275,-0.327224642995242,0.3762330793975969,2.630739457065463,0.3146161130039753,-0.4469273233396478,22,59,37,96,Rb,,3.353,0.0349,B-,9.1062,3.599,Rb,96,0.0267,,,Odd-Odd,0.22916666666666663,4.5788569702133275
276,-0.6609559004810107,0.5379918392885124,1.413979506354727,0.26922742613839,-0.4443583416025629,20,58,38,96,Sr,,8.466,0.0882,B-,9.7257,9.089,Sr,96,0.0125,,,Even-Even,0.20833333333333337,4.5788569702133275
277,-0.8171373441520774,0.6074479262786195,1.7496352066357843,0.24798616856898908,-0.45903823724305076,18,57,39,96,Y,,6.075,0.0633,B-,6.074,6.521,Y,96,0.0099,,,Odd-Odd,0.1875,4.5788569702133275
278,-1.0222977203927068,0.7023667897865424,0.3760880204036331,0.22008359582393977,-0.4455816662392696,16,56,40,96,Zr,,0.114,0.0012,B-,0.1,0.122,Zr,96,0.0015,,,Even-Even,0.16666666666666663,4.5788569702133275
279,-1.1191519018445741,0.7292426606693896,-0.24438250223876828,0.20691106854601893,-0.4046002909095738,12,54,42,96,Mo,,0.12,0.0013,B-,5.145,0.128,Mo,96,0.0015,,,Even-Even,0.125,4.5788569702133275
280,-1.0408119760072765,0.6650405596386725,-0.9206659554505121,0.21756558980399165,-0.39713801062565884,8,52,44,96,Ru,,0.17,0.0018,B-,10.0,0.182,Ru,96,0.0047,,,Even-Even,0.08333333333333337,4.5788569702133275
281,-0.24540128676756223,0.3291216280723289,2.333604645489655,0.3257443940024155,-0.3576246248600106,23,60,37,97,Rb,,1.912,0.0197,B-,3.8872,2.052,Rb,97,0.0395,,,Even-Odd,0.23711340206185572,4.594700892207039
282,-0.5357745688367063,0.46690473807053856,1.8338700408823274,0.28625254778023473,-0.43175809784447705,21,59,38,97,Sr,,3.385,0.0349,B-,7.5131,3.633,Sr,97,0.0135,,,Even-Odd,0.21649484536082475,4.594700892207039
283,-0.7532265176053504,0.5671690476256906,1.6927472355175741,0.25667827906304236,-0.43726305870966037,19,58,39,97,Y,+,6.708,0.0692,B-,6.7068,7.201,Y,97,0.0116,,,Even-Odd,0.19587628865979378,4.594700892207039
284,-0.9500857887792209,0.6568382461232544,0.8709542474396517,0.22990468763640937,-0.4113285764114638,17,57,40,97,Zr,,0.121,0.0013,B-,4.2435,0.13,Zr,97,0.0136,,,Even-Odd,0.17525773195876293,4.594700892207039
285,-1.083071751090475,0.702027307224279,0.280317247139086,0.2118181027240361,-0.4005633196084391,13,55,42,97,Mo,,0.165,0.0017,B-,4.1169,0.176,Mo,97,0.0015,,,Even-Odd,0.134020618556701,4.594700892207039
286,-0.6028259718605601,0.39685236011404246,-1.667741034494038,0.2771333116877402,,3,50,47,97,Ag,x,12.016,0.1239,B-,420.0,12.9,Ag,97,,4.4202,0.0226,Even-Odd,0.030927835051546393,4.594700892207039
287,-0.12563349720257946,0.26364801577319064,2.7275198262329106,0.34203325559057546,-0.3447797161745828,24,61,37,98,Rb,,16.083,0.1641,B-,16.4029,17.265,Rb,98,0.0414,,,Odd-Odd,0.24489795918367352,4.610436292058446
288,-0.4734869881826522,0.42929750220396384,1.5038934288050507,0.29472389286747885,-0.3397640851640823,22,60,38,98,Sr,,3.226,0.0329,B-,8.5504,3.463,Sr,98,0.0214,,,Even-Even,0.22448979591836737,4.610436292058446
289,-0.6427886834444623,0.504017801399505,2.1222752605525215,0.27169823496983003,-0.4212375059687932,20,59,39,98,Y,p-2n,7.919,0.0808,B-,11.5755,8.501,Y,98,0.0129,,,Odd-Odd,0.20408163265306123,4.610436292058446
290,-0.9023247379553967,0.624690673389987,0.7872450074713149,0.23640036477439574,-0.38441543440390147,18,58,40,98,Zr,,8.445,0.0862,B-,9.8134,9.065,Zr,98,0.0164,,,Even-Even,0.18367346938775508,4.610436292058446
291,-1.0995587530740165,0.7021374914245878,0.010646857765539301,0.2095758103288914,-0.37475116977391404,14,56,42,98,Mo,,0.174,0.0018,B-,3.3768,0.186,Mo,98,0.0018,,,Even-Even,0.1428571428571429,4.610436292058446
292,-1.1027013208743768,0.6807414481038633,-0.6550504839055604,0.2091484068633553,-0.35786928978735155,10,54,44,98,Ru,,6.463,0.0659,B-,10.0,6.937,Ru,98,0.0055,,,Even-Even,0.10204081632653061,4.610436292058446
293,-0.6652322526951879,0.4234614844099926,-0.7302746643353852,0.26864582471597626,,4,51,47,98,Ag,,32.907,0.3358,B-,40.0,35.327,Ag,98,,4.4518,0.018,Odd-Odd,0.04081632653061229,4.610436292058446
294,-0.36082247946981044,0.3670542314009928,1.95064255283764,0.3100466836899799,-0.32532885445093646,23,61,38,99,Sr,,4.737,0.0479,B-,8.1353,5.085,Sr,99,0.0226,,,Even-Odd,0.23232323232323238,4.626065009182741
295,-0.5953138636906433,0.4738829267252467,1.7227504313613,0.2781549814653784,-0.30538866287260613,21,60,39,99,Y,x,6.615,0.0668,B-,12.4082,7.101,Y,99,0.0223,,,Even-Odd,0.21212121212121215,4.626065009182741
296,-0.7965512177221447,0.5639476360908552,1.276906812820089,0.2507859574160743,-0.36679955963531513,19,59,40,99,Zr,,10.499,0.1061,B-,15.9474,11.271,Zr,99,0.0181,,,Even-Odd,0.19191919191919193,4.626065009182741
297,-0.9327310027622052,0.6212159102102536,1.0625333124013239,0.2322650040800652,-0.37829881122036474,17,58,41,99,Nb,+p,12.004,0.1213,B-,12.0059,12.886,Nb,99,0.0125,,,Even-Odd,0.1717171717171717,4.626065009182741
298,-1.0854003005846669,0.6640326262611903,-0.0599789314520283,0.21150141101504305,-0.3445350512472419,11,55,44,99,Ru,,0.343,0.0035,B-,19.4529,0.368,Ru,99,0.0042,,,Even-Odd,0.11111111111111116,4.626065009182741
299,-0.7704566006123341,0.47111838353470553,-0.9975417973579385,0.254334923480606,,5,52,47,99,Ag,x,6.265,0.0633,B-,6.4622,6.725,Ag,99,,4.463,0.0179,Even-Odd,0.0505050505050505,4.626065009182741
300,-0.28287164087649475,0.323380527125419,1.8277301899353908,0.3206482858909792,-0.30759064721867857,24,62,38,100,Sr,,6.918,0.0692,B-,13.1453,7.426,Sr,100,0.024,,,Even-Even,0.24,4.641588833612778
301,-0.49942763848882477,0.42018980583475246,2.13384231000513,0.2911958655509972,-0.2996390370800808,22,61,39,100,Y,x,11.179,0.1118,B-,13.8293,12.0,Y,100,0.0228,,,Odd-Odd,0.21999999999999997,4.641588833612778
302,-0.7606515847481308,0.539291724788908,1.0197633870399876,0.2556684405738082,-0.2768851988373246,20,60,40,100,Zr,,8.143,0.0814,B-,11.3976,8.742,Zr,100,0.0289,,,Even-Even,0.19999999999999996,4.641588833612778
303,-1.0440628544756878,0.6581984808784624,0.3096252147582586,0.21712345938243163,-0.3286318309700462,16,58,42,100,Mo,,0.301,0.003,B-,1.3704,0.322,Mo,100,0.0025,,,Even-Even,0.16000000000000003,4.641588833612778
304,-1.131633804470057,0.6793663780903108,-0.37551310276392164,0.20521348340416237,-0.3209248857587893,12,56,44,100,Ru,,0.342,0.0034,B-,18.1231,0.367,Ru,100,0.0031,,,Even-Even,0.12,4.641588833612778
305,-0.8115957801906684,0.48583884866458227,-0.43625317066376557,0.24873983918984982,,6,53,47,100,Ag,x,5.0,0.05,B-,5.2735,5.367,Ag,100,,4.4719,0.028,Odd-Odd,0.06000000000000005,4.641588833612778
306,-0.43401832677897045,0.3826197301298556,1.9468841038041649,0.30009177693449396,-0.28031050782010486,23,62,39,101,Y,x,7.08,0.0701,B-,10.9331,7.601,Y,101,0.0244,,,Even-Odd,0.2277227722772277,4.657009507803835
307,-0.6679612890373801,0.4870619653038473,1.4770237439702374,0.2682746674002592,-0.24899339712039648,21,61,40,101,Zr,,8.332,0.0825,B-,9.1366,8.944,Zr,101,0.0318,,,Even-Odd,0.20792079207920788,4.657009507803835
308,-0.8333421554315944,0.5576253674991704,1.2590653049075626,0.2457822547382389,-0.2805551727474458,19,60,41,101,Nb,x,3.749,0.0371,B-,3.7378,4.024,Nb,101,0.0203,,,Even-Odd,0.18811881188118806,4.657009507803835
309,-1.0950027498144315,0.6534503340190618,0.23573407590681056,0.21019544298183082,-0.31174995098348374,13,57,44,101,Ru,,0.413,0.0041,B-,5.8518,0.443,Ru,101,0.002,,,Even-Odd,0.12871287128712872,4.657009507803835
310,-0.903843540387458,0.5255221565092976,-0.7437074498645535,0.2361938034947347,-0.2881397854950322,7,54,47,101,Ag,x,4.838,0.0479,B-,5.0625,5.193,Ag,101,0.0088,4.4799,0.0111,Even-Odd,0.06930693069306926,4.657009507803835
311,-0.3219805365493148,0.32297147728374426,2.402284163545024,0.31532932836952265,-0.27443854956390906,24,63,39,102,Y,x,4.081,0.04,B-,9.6618,4.381,Y,102,0.0249,,,Odd-Odd,0.23529411764705888,4.672328728355259
312,-0.6223755712577924,0.4589039248116347,1.2765437720460249,0.2744744928613619,-0.22782988090535836,22,62,40,102,Zr,,8.758,0.0859,B-,9.053,9.401,Zr,102,0.034,,,Even-Even,0.21568627450980393,4.672328728355259
313,-0.9680992698901875,0.6059680012352316,0.5438203933521377,0.22745478830385188,-0.2740715521728977,18,60,42,102,Mo,,8.305,0.0814,B-,12.3682,8.916,Mo,102,0.0038,,,Even-Even,0.17647058823529416,4.672328728355259
314,-1.1281430437013946,0.6621808115377978,-0.11580277935125101,0.20568824127248408,-0.28691646085832445,14,58,44,102,Ru,,0.416,0.0041,B-,6.396,0.446,Ru,102,0.0018,,,Even-Even,0.13725490196078427,4.672328728355259
315,-1.0934111342154393,0.6230923543431259,-0.7750241468483919,0.21041190876096277,-0.2847144765122509,10,56,46,102,Pd,,0.419,0.0041,B-,8.1816,0.449,Pd,102,0.0044,,,Even-Even,0.0980392156862745,4.672328728355259
316,-0.8555126248017535,0.4845965758179416,-1.4293804989953829,0.24276699092758328,-0.286794128394654,6,54,48,102,Cd,,1.662,0.0163,B-,4.8654,1.784,Cd,102,0.0122,,,Even-Even,0.05882352941176472,4.672328728355259
317,-0.7218620800061186,0.49064561639918275,1.515622596650828,0.2609439557686823,-0.25168471132115294,21,62,41,103,Nb,x,3.935,0.0382,B-,10.027,4.224,Nb,103,0.0227,,,Even-Odd,0.2038834951456311,4.687548147653597
318,-0.892875303157289,0.562568101096638,1.0654656834738543,0.237685522024667,-0.24581275306495712,19,61,42,103,Mo,x,9.223,0.0895,B-,13.4648,9.9,Mo,103,0.0046,,,Even-Odd,0.18446601941747576,4.687548147653597
319,-1.0971265970521658,0.6287153493498324,0.22999049239009556,0.20990658916836058,-0.27027924579910395,13,58,45,103,Rh,,2.301,0.0223,B-,2.3928,2.47,Rh,103,0.0023,,,Even-Odd,0.12621359223300976,4.687548147653597
320,-1.003938355093999,0.5616820184818513,-0.4773320174488562,0.2225805351307278,-0.2591469916050679,9,56,47,103,Ag,x,4.099,0.0398,B-,4.4806,4.4,Ag,103,0.0065,4.5036,0.0065,Even-Odd,0.08737864077669899,4.687548147653597
321,-0.8841393104121764,0.49269475446169186,-0.846811089032036,0.2388736524728132,-0.26954525101708016,7,55,48,103,Cd,,1.811,0.0176,B-,9.1242,1.943,Cd,103,0.0105,,,Even-Odd,0.06796116504854366,4.687548147653597
322,-0.8752540261440613,0.5476451274888048,0.76991305406429,0.24008208549960872,-0.23309017684320082,20,62,42,104,Mo,,8.911,0.0857,B-,24.1665,9.566,Mo,104,0.0051,,,Even-Even,0.1923076923076923,4.7026693754415145
323,-1.0989752953665857,0.6333345878964544,0.11889987708211971,0.20965515966518325,-0.2515623788574814,16,60,44,104,Ru,,2.498,0.024,B-,3.3643,2.682,Ru,104,0.002,,,Even-Even,0.15384615384615385,4.7026693754415145
324,-1.1364745092325261,0.629659908808183,-0.5025638654683617,0.2045551321652519,-0.25400902813089693,12,58,46,104,Pd,+n,1.336,0.0129,B-,4.0,1.434,Pd,104,0.0027,,,Even-Even,0.11538461538461542,4.7026693754415145
325,-1.0129936233308912,0.5595690744053049,0.11659394714478769,0.22134898794902094,-0.24899339712039648,10,57,47,104,Ag,-,4.217,0.0406,B-,4.537,4.527,Ag,104,0.0058,4.5119,0.0058,Odd-Odd,0.09615384615384615,4.7026693754415145
326,-0.9798603423648811,0.5328342104925288,-1.1961829111970905,0.22585523540426608,-0.24862639972938402,8,56,48,104,Cd,,1.673,0.0161,B-,6.0127,1.795,Cd,104,0.0083,,,Even-Even,0.07692307692307687,4.7026693754415145
327,-0.7551664704714295,0.41417346043451936,-0.5573412714763378,0.25641443694424865,-0.24104178698179865,6,55,49,104,In,x,5.775,0.0555,B-,8.1461,6.2,In,104,0.0117,,,Odd-Odd,0.05769230769230771,4.7026693754415145
328,-0.788300732669178,0.5000523224413935,1.3237489022267879,0.2519080578677482,-0.2159636319292974,21,63,42,105,Mo,,9.055,0.0862,B-,35.0307,9.721,Mo,105,0.0057,,,Even-Odd,0.19999999999999996,4.7176939803165325
329,-1.108272235208663,0.6092108734835917,0.07724059225839162,0.20839074373107977,-0.2452010907466038,13,59,46,105,Pd,,1.138,0.0108,B-,4.6695,1.222,Pd,105,0.003,,,Even-Odd,0.12380952380952381,4.7176939803165325
330,-1.0693964975127108,0.5800011139970414,-0.19765905968343186,0.21367798784227063,-0.23064352756978526,11,58,47,105,Ag,,4.544,0.0433,B-,4.3618,4.877,Ag,105,0.0045,4.5269,0.0045,Even-Odd,0.10476190476190472,4.7176939803165325
331,-0.9904073714415179,0.5317251669077031,-0.5845653541990598,0.22442080136961218,-0.23712714814433442,9,57,48,105,Cd,,1.392,0.0133,B-,10.3405,1.494,Cd,105,0.007,,,Even-Odd,0.08571428571428574,4.7176939803165325
332,-0.8549608262477598,0.4566145419829571,-0.9028516815293719,0.24284203332390608,-0.22550556409561434,7,56,49,105,In,x,10.246,0.0976,B-,10.9891,11.0,In,105,0.0103,,,Even-Odd,0.06666666666666665,4.7176939803165325
333,-0.7535886498362869,0.47795383683973536,1.0652007602243125,0.25662902712049107,-0.20360805309855246,22,64,42,106,Mo,x,9.13,0.0861,B-,15.2778,9.801,Mo,106,0.0058,,,Even-Even,0.2075471698113207,4.732623491163368
334,-1.1512628259185755,0.622667028926764,-0.24278095763420415,0.2025438643225475,-0.2246492368499201,14,60,46,106,Pd,,1.106,0.0104,B-,2.8172,1.186,Pd,106,0.0029,,,Even-Even,0.13207547169811318,4.732623491163368
335,-1.0711657449160876,0.5636944284775908,-0.9466440979006412,0.21343736590662174,-0.21669762671132228,10,58,48,106,Cd,,1.104,0.0104,B-,12.1765,1.184,Cd,106,0.0036,,,Even-Even,0.09433962264150941,4.732623491163368
336,-0.8828846036164955,0.46441644755476275,-0.29999977131444017,0.23904429943047295,-0.21767628642068806,8,57,49,106,In,-,12.226,0.1153,B-,13.2439,13.125,In,106,0.0095,,,Odd-Odd,0.07547169811320753,4.732623491163368
337,-1.107948861631388,0.5850860068176533,0.06353109592785439,0.20843472716726763,-0.20801202179069958,13,60,47,107,Ag,,2.382,0.0223,B-,2.5654,2.556,Ag,107,0.0031,4.5454,0.0031,Even-Odd,0.12149532710280375,4.7474593985234
338,-1.067072623299154,0.5554892343294869,-0.33346504628537904,0.21399404338186204,-0.2065440322266509,11,59,48,107,Cd,,1.66,0.0155,B-,9.58,1.782,Cd,107,0.0039,,,Even-Odd,0.10280373831775702,4.7474593985234
339,-0.9682666853405912,0.49887255932408336,-0.6559949120512949,0.2274320178266632,-0.20311872324386956,9,58,49,107,In,,9.654,0.0902,B-,11.0175,10.363,In,107,0.0082,,,Even-Odd,0.08411214953271029,4.7474593985234
340,-0.5983605016587092,0.3953342666875395,1.3668678656999502,0.2777406267848595,-0.18990681716743038,24,66,42,108,Mo,x,9.223,0.0854,B-,12.7262,9.901,Mo,108,0.0067,,,Even-Even,0.2222222222222222,4.762203155904598
341,-1.1402000729842052,0.6039871341674244,-0.0355653689514878,0.20404843786175952,-0.19467778325058885,16,62,46,108,Pd,,1.108,0.0103,B-,2.6323,1.189,Pd,108,0.0027,,,Even-Even,0.14814814814814814,4.762203155904598
342,-1.1323562219074814,0.5794952748970492,-0.6714544642727573,0.20511523544927895,-0.19296512875919927,12,60,48,108,Cd,,1.123,0.0104,B-,8.5845,1.205,Cd,108,0.0031,,,Even-Even,0.11111111111111116,4.762203155904598
343,-0.9842307773869042,0.5006120293726463,-0.06176213488802498,0.22526084112705433,-0.19369912354122307,10,59,49,108,In,,8.641,0.08,B-,9.8365,9.276,In,108,0.0071,,,Odd-Odd,0.09259259259259256,4.762203155904598
344,-0.9250717675510617,0.4628407414745022,-1.5598746310551763,0.23330668760082035,-0.18953981977641793,8,58,50,108,Sn,,5.382,0.0498,B-,7.6925,5.778,Sn,108,0.0029,,,Even-Even,0.07407407407407407,4.762203155904598
345,-1.116974202300263,0.5764647052777838,0.30111630322729077,0.20720724561989534,-0.18550284847528434,15,62,47,109,Ag,,1.287,0.0118,B-,1.7795,1.381,Ag,109,0.0025,4.5638,0.0025,Even-Odd,0.13761467889908252,4.776856181035017
346,-1.110766439708081,0.5632845144461098,-0.054825140859880765,0.2080515191943872,-0.19002914963110082,13,61,48,109,Cd,,1.536,0.0141,B-,4.0662,1.649,Cd,109,0.0035,,,Even-Odd,0.11926605504587151,4.776856181035017
347,-1.0526196858492947,0.5263232604597895,-0.41963416636457773,0.21595969714726929,-0.17975322268275898,11,60,49,109,In,,3.969,0.0364,B-,8.8866,4.261,In,109,0.0061,,,Even-Odd,0.1009174311926605,4.776856181035017
348,-0.9412398980794217,0.4649882531433026,-0.9180040849590927,0.2311077607531922,-0.18048721746478386,9,59,50,109,Sn,,7.949,0.0729,B-,8.8074,8.533,Sn,109,0.0027,,,Even-Odd,0.08256880733944949,4.776856181035017
349,-1.1057614074892081,0.5753808672289797,0.1708800733081489,0.2087322241098444,-0.16788697370669803,18,64,46,110,Pd,,0.612,0.0056,B-,1.3777,0.657,Pd,110,0.003,,,Even-Even,0.1636363636363637,4.791419857062784
350,-1.1639734132585895,0.5813041681933924,-0.4233236503087547,0.20081517634680465,-0.16996662558910006,14,62,48,110,Cd,,0.38,0.0035,B-,11.547,0.407,Cd,110,0.0026,,,Even-Even,0.12727272727272732,4.791419857062784
351,-1.052055275581489,0.5202825737133436,0.21945849283233654,0.2160364579322045,-0.17278027225352696,12,61,49,110,In,-,11.553,0.105,B-,17.9802,12.402,In,110,0.0056,,,Odd-Odd,0.10909090909090913,4.791419857062784
352,-1.0339320408146209,0.5018159898045383,-1.3161413057003069,0.21850128896496054,-0.16751997631568558,10,60,50,110,Sn,x,13.777,0.1252,B-,15.0117,14.79,Sn,110,0.0025,,,Even-Even,0.09090909090909094,4.791419857062784
353,-1.1323511425902482,0.5608583015647564,0.17353049246985694,0.20511592280472382,-0.1601800284954411,15,63,48,111,Cd,,0.357,0.0032,B-,3.417,0.383,Cd,111,0.0058,,,Even-Odd,0.1351351351351351,4.805895533705332
